codprod,descricao,categoria,descricao_manual,updated_at
11206,ESTABILIZADOR 300VA BEM LIGADO  MONO 115,,,
12481,ESTABILIZADOR 500VA  BEM LIGADO BIVOLT 1,,,
12479,ESTABILIZADOR 500VA  BEM LIGADO MONO,,,
14859,ESTABILIZADOR DE CAMERA LE-3903,,,
16849,ESTABILIZADOR ES-1500VA BIV AUT 115V 5T,,,
17205,ESTABILIZADOR ES-500VA BM 115V BEM LIGAD,,,
10300,ESTABILIZADOR POWEREST 1000VA BIVOL 9007,,,
10301,ESTABILIZADOR POWEREST 2000VA BVOLT 9011,,,
16777,ESTABILIZADOR POWEREST 2500VA BVOLT 9013,,,
14509,ESTABILIZADOR POWEREST 300VA MONO 9100,,,
16778,ESTABILIZADOR POWEREST 500VA BIV 9116,,,
19042,ESTABILIZADOR REVOLUTION SPEEDY 300VA,,,
18713,ESTILETE BISTURI DE PRECISAO BOM-3307,,,
18445,ESTILETE BOM-3303,,,
17519,"ESTRUTURA SOLO TERCAS 4,8M GALVANIZADO",,,
10267,ETIQUETA WINDOWS 10 PRO  FQC-08932,,,
11020,ETIQUETA WINDOWS 10 PRO FQC-08929,,,
11228,ETIQUETA WINDOWS 11 PRO COA,,,
12349,ETIQUETA WINDOWS 11 PRO FQC-10520 OEM,,,
16549,EXTENSOR HDMI 60M 1080P KP-3470,,,
13036,EXTENSOR HDMI 60M VIA REDE RJ-45,,,
15042,FACA PARA PESCA E CACA LUATEK SLK-H05,,,
15048,FACA PARA PESCA E CACA LUATEK SLK-H18,,,
15049,FACA PARA PESCA E CACA LUATEK SLK-H24,,,
15050,FACA PARA PESCA E CACA LUATEK SLK-H26,,,
15039,FACA PARA PESCA E CACA LUATEK SLK-H36,,,
14991,FACA PARA PESCA E CACA LUATEK SLK-K20,,,
18409,FELTRO AUTOADESIVOS QUADRADOS BOM-1333,,,
18408,FELTRO AUTOADESIVOS REDONDOS BOM-1332,,,
18410,FILME STRETCH 5CM 2KG BOM-1344,,,
18456,FILTRO DE LINHA 3 TOM PR PP CIRCULAR,,,
18455,FILTRO DE LINHA 4 TOM BR PP CIRCULAR,,,
18454,FILTRO DE LINHA 4 TOM PR PP CIRCULAR,,,
18452,FILTRO DE LINHA 5 TOM PR PP CIRCULAR,,,
18453,FILTRO DE LINHA 6 TOM PR PP CIRCULAR,,,
15971,FILTRO DE LINHA 6 TOMADAS 3M SL7606-3M,,,
15970,FILTRO DE LINHA 6 TOMADAS 5M SL7606-5M,,,
17381,FILTRO DE LINHA 7TOMADAS +2USB  KA-7021,,,
13726,FILTRO DE LINHA 8 TOMADAS FL-82BK CLK,,,
10600,FILTRO DE LINHA MULTILASER 6 TOMADAS PRE,,,
16761,FILTRO DE LINHA+ PROTETOR 6 TOM 554,,,
13628,FILTRO DE LINHA+ PROTETOR 8 TOM TS SHARA,,,
18737,FIO DE SOLDA BOM-5552,,,
18564,FITA ACRILICA DUPLA FACE BOM-1320,,,
18546,FITA ADESIVA BOM-1304,,,
18422,FITA ADESIVA BOM-1326,,,
14461,FITA DE ESPUMA PARA AUTOMOVEIS BOM-1315,,,
18707,FITA DE PROTECAO DE QUINA BOM-1390,,,
14458,FITA REFLETIVA BOM-1311,,,
18706,FITA VEDACAO P/ PORTAS E JANELA BOM-1342,,,
14854,FONE DE OUVIDO CAPACETE MOTO LE-2473,,,
14853,FONE DE OUVIDO CAPACETE MOTO LE-2474,,,
18658,FONE DE OUVIDO COM MICROFONE LE-0214,,,
14798,FONE DE OUVIDO GAMER COM FIO KP-401,,,
15531,FONE DE OUVIDO LE-0237,,,
14836,FONE DE OUVIDO LELONG LE-0238 COM FIO,,,
18071,FONE DE OUVIDO ON-FN641,,,
17860,FONE DE OUVIDO ON-FN647,,,
17859,FONE DE OUVIDO ON-HF200,,,
17263,FONE DE OUVIDO ON-HF201,,,
18769,FONE DE OUVIDO ON-TWS38,,,
14329,FONE DE OUVIDO S/ FIO XKT08 PRO TTD,,,
14330,FONE DE OUVIDO S/ FIO XKT10 TTD,,,
15694,FONE DE OUVIDO SEM FIO HEADSET XKH01,,,
18072,FONE DE OUVIDO SEM FIO ON-FN631,,,
18075,FONE DE OUVIDO SEM FIO XKT01,,,
18073,FONE DE OUVIDO SEM FIO XKT13,,,
18074,FONE DE OUVIDO SEM FIO XKT15,,,
14251,FONT CHAVE FAIXA 12V/10A AMPER LB-CA560,,,
14250,FONT CHAVE FAIXA 12V/5A AMPER LB-CA559,,,
14586,FONTE  NOTEBOOK DELL 19.5V 4.62A DE-0,,,
3054,FONTE  NOTEBOOK SAMSUNG  19V 3.16A SA-01,,,
18386,FONTE 12V 3.0A CFTV DVD/MONITOR D-MO36A,,,
14222,FONTE 5V2A MTT-052,,,
16999,FONTE AFX SLIM 350W BIVOLT KP-CB203,,,
14348,"FONTE ALIMEN. 12V 5A BIVOLT 5,5MMX2,1MM",,,
17415,FONTE ALIMENT DC SAIDA 9VDC/1A  KP-CA576,,,
14306,FONTE ATX 200W KP-517,,,
14107,FONTE ATX 230W BRAZILPC BPC-230,,,
13780,FONTE ATX 230W S/CABO S/EMB.TRS-230V1.2,,,
17555,FONTE ATX 400W BPC-427V1.0 24 PINOS OEM,,,
15884,FONTE ATX 500W PARA PC FT-500,,,
16997,FONTE ATX 500W RGB BIVOLT KP-534RGB,,,
13993,FONTE ATX 500W TRONOS TRS/500 PFCA,,,
14261,FONTE ATX 750W FO-MAX03RGB,,,
12624,FONTE ATX MODULAR 1300W S/CABO PCF ATIVO,,,
16590,FONTE ATX PARA PC 650W ATF-650,,,
9377,FONTE CHAVEADA 12V 50A C/ VENTILADOR EKS,,,
16100,FONTE CHAVEADA POTENCIA 12V/15A LB-CA561,,,
16865,FONTE CHAVEADA POTENCIA 12V/20A LB-CA562,,,
15151,FONTE CHAVEADA POTENCIA 12V/30A LB-CA563,,,
18757,FONTE CHAVEADA SIGMA-F2024,,,
16197,FONTE CHAVEADA SLIM 12V 100W BI KP-CA589,,,
16198,FONTE CHAVEADA SLIM 12V 150W BI KP-CA590,,,
16199,FONTE CHAVEADA SLIM 12V 200W BI KP-CA591,,,
15923,FONTE CHAVEADA SLIM 12V 300W BI KP-CA592,,,
15922,FONTE CHAVEADA SLIM 12V 400W BI KP-CA593,,,
15154,FONTE EZ8828C EZTFX 300W 80 PLUS BRONZE,,,
13099,FONTE GAMER 750W FO-MAX03 80PLUS BRONZE,,,
17927,FONTE GAMER ATX 600W EZ8898B 80PLUSBRONZ,,,
18399,FONTE NOTE LENOVO TYPC 20V 3.25 KP-PD65A,,,
18078,FONTE NOTE SAMSUNG 19V 4.74A D-SG90A,,,
14694,FONTE NOTEBOOK ACER 19V 1.5A PINO FINO,,,
7033,FONTE NOTEBOOK DELL 19.5V 3.34A,,,
18475,FONTE P/ NETEBOOK 85W 18.5V4.6A KP-AP03,,,
18400,FONTE P/ NOTE POSITIVO 19V 3.42 KP-PO65A,,,
13491,FONTE P/ NOTEBOOK UNIVERSAL 96W D-525A+,,,
8607,FONTE PARA APPLE MACBOOK MAGSAFE 2 45W,,,
8606,FONTE PARA APPLE MACBOOK TIPO L 45W 14.5,,,
8605,FONTE PARA APPLE MACBOOK TIPO L 85W 18.5,,,
9053,FONTE PARA MACBOOK PRO 13 61W 20.3V 3A /,,,
5206,FONTE PARA NOTEBOOK ACER 19V 3.42A PINO,,,
3713,FONTE PARA NOTEBOOK ASUS 19V 3.42A PINO,,,
12625,FONTE PARA NOTEBOOK DELL 19.5V 3.34A PIN,,,
8325,FONTE PARA NOTEBOOK HP 18.5V 3.5A PLUG 4,,,
8326,FONTE PARA NOTEBOOK HP 19.5V 3.33A PLUG,,,
5922,FONTE PARA NOTEBOOK LENOVO 20V 3.25A PIN,,,
3929,FONTE PARA NOTEBOOK POSITIVO 19V 3.42A P,,,
13605,FONTE PARA NOTEBOOK SAMSUNG 19V 2.1A,,,
9054,FONTE PARA PATINETE 29.4V 1.5A F-02,,,
18227,FONTE PARA PC  500W DELTA-EF500,,,
7331,FONTE PARA SPEED DOME 24VAC 3A 75W - 127,,,
11096,FONTE REAL 500W 20+4 PINOS HDW-004 FONEN,,,
13969,FONTE REAL 500W 5330-B 24PINOS,,,
13097,FONTE REAL 550W FO-MAX01 80PLUS,,,
7939,FONTE REAL KNUP KP-522 500W COM CABO E E,,,
15708,FONTE TFX 350W 110V/220V KP-CB202,,,
15646,FONTE UNIVERSAL 30W D-536,,,
13980,FONTE UNIVERSALL XLS 40038-023,,,
10933,"FRENTE FALSA 19"" X 1U",,,
17756,FRITADEIRA ELET AIR FRYER 3L  ON-FT106,,,
18039,FURADEIRA DE IMPACTO 220V BOM-9544,,,
18548,FURADEIRA E MARTELETE  800W BOM-9557,,,
11016,GABINETE  NINJA TOOLL GM-07S4 C/ FONTE,,,
17925,GABINETE AQUARIO ANGULO MICRO 0620 K-MEX,,,
14971,GABINETE AQUARIO ATX WHITE S/FAN CG-XXH6,,,
13549,GABINETE ATX CX-2D67 S/FONTE PRETO XX67,,,
17995,GABINETE C/FONTE GM-0368 PRETO C/PX300,,,
7155,GABINETE EVERCOOLER NINJA C3135 (2XUSB)+,,,
17486,GABINETE GAMER 04AH LED TGB S/ FAN K-MEX,,,
16808,GABINETE GAMER 30C5 C/3 FAN AAFAF1,,,
18118,GABINETE GAMER C/ 3 FANS  GB1727 HAYOM,,,
19004,GABINETE GAMER C/ 3 FANS D-ATX18,,,
18994,GABINETE GAMER C/ 3 FANS D-MATX04,,,
18995,GABINETE GAMER C/ 4 FANS D-ATX05,,,
18996,GABINETE GAMER C/ 5 FANS D-ATX06,,,
19001,GABINETE GAMER C/ 5 FANS D-ATX11,,,
18997,GABINETE GAMER C/ 6 FANS D-ATX07,,,
19002,GABINETE GAMER C/ 6 FANS D-ATX12,,,
19003,GABINETE GAMER C/ 6 FANS D-ATX15,,,
18998,GABINETE GAMER C/ 7 FANS D-ATX08,,,
18999,GABINETE GAMER C/ 7 FANS D-ATX09,,,
18014,GABINETE GAMER GB1729 COM 4 FANS HAYOM,,,
15125,GABINETE GAMER MAXRACER WHITE,,,
16971,GABINETE GM-15NB PX300 AC97+2*USB2.0,,,
15522,GABINETE K-MEX GM-10NX PRETO C/ PX300,,,
14605,GABINETE MATX BPC-M255 S/ BAIA FRONTA,,,
17368,GABINETE MATX BPC-N110MATX- B M255 C/FON,,,
18518,GABINETE MATX BPC-N114MATX M255 S/BAI,,,
17556,GABINETE SLIM MATX TFX Q5M SFF C/FONTE,,,
18311,GABINETE TOOLLESS GM-02TD EZTFX300,,,
18107,GAME RETRO STICK 3550JOG 2 CONT MAY-009,,,
18558,GANCHO ADESIVO DE ACO  5X4CM BOM-2303,,,
18501,GARANTIA KIT TECLADO DELTA-VK0301,,,
12684,GARRAFA DE AGUA ESPORTIVA 5S20ML AK-5201,,,
12959,GARRAFA DE AGUA SQUEEZE 1L AK-1012 TOMAT,,,
12961,GARRAFA DE AGUA SQUEEZE 600ML AK-6005 TO,,,
12685,GARRAFA DE AGUA SQUEEZE GAL?O 2L AK-2023,,,
12718,"GARRAFA DE PLASTICO 1,3L AK-1302",,,
12720,GARRAFA DE PLASTICO 1L AK-1008,,,
12943,GARRAFA DE SILICONE DOBRAVEL 600ML AK-60,,,
12714,GARRAFA GAL?O DE AGUA SQUEZE AK-2501,,,
12717,"GARRAFA GALAO AGUA 1,3L SQUEZE AK-1301",,,
12689,GARRAFA TERMICA  ACO INOX 450ML AK-4501,,,
12946,GARRAFA TERMICA ACO INOX 500ML AK-5019,,,
12721,GARRAFA TERMICA DE ACO 650ML AK-6503,,,
12694,GARRAFA TÉRMICA DEAÇO INOX 850ML AK-8503,,,
18720,GRAMPOS MULTIUSO 2 PECAS BOM-3618,,,
18719,GRAMPOS MULTIUSO 3 PECAS BOM-3617,,,
18716,GRAMPOS MULTIUSO 6 PECAS BOM-3616,,,
13870,GRAVADOR 16 CANAIS COM VIDEO XVR301-16G3,,,
13868,GRAVADOR COM 8 CANAIS XVR301-16F,,,
18156,GRAVADORA DVD INTERNO 24X PARA DESKTOP,,,
10090,"HD EXTERNO EXPANSION 2TB 2,5 SEAGATE STK",,,
18636,HD INTERNO 1024GB KNUP KP-HD837,,,
14893,HD INTERNO 1TB BARRACUDA DELL,,,
14619,"HD INTERNO 2TB 3,5 KNUP KP-HD832",,,
18170,HD INTERNO 500GB BARRACUDA SEAGATE,,,
18266,HD INTERNO 500GB WD5000AVVS GREEPOWER WD,,,
18192,HD INTERNO 500GB WD5003ABYX WESTERN DIGI,,,
15365,HD PC INTERNO 1TB SAMSUNG HD103SJ,,,
14701,HD PC INTERNO 2TB TOSHIBA SURVEILLANCE S,,,
12290,HD PC INTERNO 750GB SAMSUNG HD753LJ,,,
11842,HD PC INTERNO SATA3 2TB SEAGATE,,,
10731,HD SSD 120GB MASTERDRIVE,,,
18681,HD SSD 512GB 3 SATA KA-SSD-512,,,
18004,HUB COM 4 PORTAS USB KA-1169,,,
17869,HUB MULTIFUNCIONAL USB 2.0 3.0 KP-HB508,,,
14959,HUB SWITCH  HB-T57,,,
8142,HUB SWITCH HDMI 3 ENTRADAS E 1 SAIDA KP-,,,
18395,HUB USB 3.0 3P USB1P USB TYPE-C KP-T134,,,
17941,HUB USB 3.0USB E TYPE-C KP-HB506,,,
9796,HUB USB TYPE C 3 PORTAS  USB 2.0. E 1 RJ,,,
18396,HUB USB TYPE-C 3.0 USBTIPO C 4P KP-HB505,,,
17992,IMPRESSORA BROTHER LASER  HLL5212DN,,,
15899,IMPRESSORA COLORIDA HL-L8360CDW BROTHER,,,
17595,IMPRESSORA PANTUM M6559NW MULTIFUNCIONAL,,,
17959,IMPRESSORA TERMICA KP-IM609,,,
18393,IMPRESSORA TERMICA MDK-E01,,,
17572,IMPRESSORA TERMICA OIA-8380,,,
7300,INTERRUPTOR INTELIGENTE 2 BOTOES  AUTOMA,,,
8925,INTERRUPTOR INTELIGENTE 3 BOTOES  PRETO,,,
8930,INTERRUPTOR INTELIGENTE WIFI 4CH EKHY-T1,,,
14937,INVERSOR DE POTENCIA 110V/200W KP-IN900,,,
16904,JBL CLIP5 BLK,,,
18744,JOGO 3 BROCA ESCALONADA BOM-5020,,,
18575,JOGO BITS DUPLOS 100MM 10 UN BOM-5005,,,
18690,JOGO CHAVE CANHAO SOQUETE 10MM  BOM-1105,,,
18691,JOGO CHAVE CANHAO SOQUETE 11MM  BOM-1106,,,
18692,JOGO CHAVE CANHAO SOQUETE 12MM  BOM-1107,,,
18693,JOGO CHAVE CANHAO SOQUETE 13MM  BOM-1108,,,
18694,JOGO CHAVE CANHAO SOQUETE 14MM  BOM-1109,,,
18697,JOGO CHAVE CANHAO SOQUETE 15MM  BOM-1112,,,
18695,JOGO CHAVE CANHAO SOQUETE 17MM  BOM-1110,,,
18696,JOGO CHAVE CANHAO SOQUETE 19MM  BOM-1111,,,
18683,JOGO CHAVE CANHAO SOQUETE 7PCS BOM-1102,,,
18684,JOGO CHAVE CANHAO SOQUETE 7PCS BOM-1103,,,
18685,JOGO CHAVE CANHAO SOQUETE 7PCS BOM-1104,,,
18563,JOGO DE BROCAS P/MADEIRA 6PCS BOM-5031,,,
16341,JOGO DE XADREZ LK-CD47,,,
14332,JOYSTICK VOLANTE P/ VIDEO GAME KP-5815A,,,
18932,KEYSTONE CAT6 SOHO PLUS FEMEA,,,
13701,KIT 2 MICROFONES S/ FIO ONISTEK ON-MC816,,,
18566,KIT 4 CHAVE FENDA E PHILLIPS BOM-3119,,,
18562,"KIT 4 RODIZIO GIRATORIO 2"" 45KG BOM-2768",,,
16704,KIT 5 SOQUETES MAGNETICO BOM-5011,,,
18335,KIT 5 SOQUETES MAGNETICO BOM-5019,,,
14122,KIT 6 CHAVES BOCA PONTA DUPLA BOM-3202,,,
18715,KIT BICO PARA BOMBA DE INFLAR BOM-3614,,,
14315,KIT CHAVE 115 PCS BOM-3114,,,
14728,KIT CHAVE DE PIA  BOM-3205,,,
18712,KIT CHAVE DE PRECISAO P/ REPARO BOM-3126,,,
14138,KIT CHAVE MANUAL 41PCS BOM-3904,,,
18534,KIT CHAVES CATRACA SOQUE 53PC BOM-3913,,,
13963,KIT COM 31 CHAVES BOM-3101,,,
18572,KIT DE GRAMPO SARGENTO C/ 3 PCS BOM-3621,,,
1054,KIT DE ILUMINAÇAO DE LED PARA GABINETES,,,
18708,KIT DUCHA DE MAO C/ CHUVEIRINHO BOM-2104,,,
18574,KIT ESCOVA DE LIMPEZA 3 PC18S BOM-3643,,,
18334,KIT FERRAMENTA ELETRICA 4 EM 1 BOM-9727,,,
15841,KIT FERRAMENTAS 5 CHAVES BOM-3403,,,
14135,KIT FERRAMENTAS MANUT BICICLETA BOM-3602,,,
14455,KIT FITA ISOLANTE BOM-1308,,,
14961,KIT ILUMINAC?O FOTOGRAFICA OR-PL04,,,
16084,KIT JOGO FERRAMENTAS 126P?S BOM-3907,,,
18876,KIT MOUSE TECLADO EAK030 C/FIOABNT2 ACER,,,
17521,KIT SOQUETES C/ENCAIXE 1/4 BOM-3209,,,
18412,KIT TARRACHAS FAZEDOR DE ROSCA  BOM-5672,,,
18724,KIT TECLADO E MOUSE C/FIO KAPBOM KA-670,,,
18370,KIT TECLADO E MOUSE SLIM KP-TE123,,,
17895,KIT TECLADO EMOUSE S FIO HAOQING HQ-1633,,,
16336,KIT TECLADO MOUSE GAMER DELTA-VK0301,,,
13271,KIT TECLADO/MOUSE C/FIO OFFICE KC-500 5+,,,
17276,KIT TECLADO/MOUSE S/FIO OFFICE KC-500 5+,,,
15801,KIT VASSOURA+PA PARA LIMPEZA OPA-1017,,,
6074,KIT VENTILACAO C/ 02 COOLERS 12V PADRAO,,,
18811,L-CAIXA DE SOM PARA USB 6W RMS KP-600,,,
18816,L-CANETA TOUCH SCREEN PONTA FINA,,,
18823,L-CONJ CHAVES SOQUETES BOM-3912,,,
18821,L-DRONE DJI MINI 3 FLY MORE COMBO,,,
18838,L-FONTE 350W TRONOS,,,
18834,L-FONTE ATX 200W KP-517,,,
18835,L-FONTE ATX 200W PX300CNG 110/220V,,,
18836,L-FONTE ATX 350W PS 350BK S/CABO C3TECH,,,
18951,L-FONTE EZ8828C EZTFX 300W 80 PLUSBRONZE,,,
18824,L-GABINETE SLIM MATX TFX Q5M SFF C/FONTE,,,
18815,L-HD EXTERNO 2TB SEAGATE,,,
18828,L-IMPRESSORA BROTHER LASER  HLL5212DN,,,
18813,L-INVERSOR DE TENSAO 4000W/220V KP-587A,,,
19040,L-KEYSTONE RJ45 CAT5E BRANCO,,,
18837,L-LEITOR DE CD E DVD LG GH24NS90,,,
18538,L-MEMORIA PC 8GB DDR4 3200 DELTA-ME3208,,,
18904,"L-MONITOR LED 22"" IPS 75HZ AXPRO AX-22",,,
18830,"L-MONITOR LED 24"" HQ24 100HZ HAOQUING",,,
18833,L-MOUSE OPTICO NINJA MO-M236 1200DPI USB,,,
18814,L-MULTIFUNCIONAL EPSON L3250 ECOTANK,,,
18818,L-NOBREAK UPS PG LI 700VA BIV 8T 1BAT,,,
18921,L-PARAFUSADEIRA ELE 21V 1300MAH BOM-9961,,,
19047,L-PLACA DE VIDEO 4GB DDR5 G-GT740/4G,,,
18954,L-PLACA DEVIDEO RTX5060TI 16GB SHADOW 2X,,,
18849,L-PLACA MAE  G-A520 AM4,,,
18840,L-PLACA MAE A520 MAINBOARD HAOQUING,,,
18841,L-PLACA MAE ASUS PRIME  H610M,,,
18846,L-PLACA MAE BPC-H310/B250M.2 DDR4 LGA115,,,
18843,L-PLACA MAE DELTA H61,,,
18848,L-PLACA MAE DESK H610 LGA1700 NINJA GIGA,,,
18844,L-PLACA MAE G-B75 KNUP DDR3 LGA1155,,,
18839,L-PLACA MAE G-H510 DDR4 LGA 1200,,,
18845,L-PLACA MAE H510 MGS DDR4 LGA1200,,,
18847,L-PLACA MAE H610 REVENGER DDR4 LGA1700,,,
18884,L-PLACA MAE H610 REVENGER DDR4 LGA1700,,,
17502,L-PROCESSADOR  I5-9500 3.0GHZ OEM,,,
12634,L-PROCESSADOR AMD RYZEN 3 4100 3.8 AM4,,,
7868,L-PROCESSADOR I3-10100 3.6GHZ LGA 1200,,,
18955,L-PROCESSADOR I3-13100 3.4GHZ LGA 1700,,,
18918,L-PROCESSADOR I5-12400 2.5GHZ  LGA1700,,,
12855,L-PROCESSADOR PENTIUM G5400 3.7GHZ,,,
18861,L-PROCESSADOR RYZEN 7 3700X 3.6GHZ,,,
18862,L-PROJETOR BPC-1080P M18W 5000LUMEN,,,
18825,L-PROJETOR DE LED 3500+ TAICON,,,
18936,L-SSD M.2 NVME 256GB GEN3 X4 KP-HD813,,,
18863,L-SUPORTE BASE MONITOR BPC-DZ09BQ,,,
18827,L-SWITCH IP-COM G3326P-24-410W GIGABIT,,,
18817,L-TABLET REDMI PAD 2 MINT GREEN,,,
18812,L-TABLET REVENGER RG-TB10,,,
18831,L-TECLADO MULTIMIDIA KM3928U,,,
19048,L-WEBCAM 4K USB2.0 SIGMA-W780M,,,
18732,LANTERNA CABECA LAMPADA LED COB BOM-4005,,,
18110,LANTERNA LED 10W  DP-9168,,,
18765,LANTERNA LED MULTIFUCIONAL ON-LT044,,,
18764,LANTERNA LED USB 3W  ON-LT046,,,
18770,LANTERNA TATICA RECARREGAVEL ON-LT016,,,
18771,LANTERNA TATICA RECARREGAVEL ON-LT017,,,
15450,LATERNA DE CABECA LAMPADA LED BOM-4003,,,
16092,LAVADORA DE ALTA PRESS?O 220V BOM-7012,,,
18373,LEITOR DE CODIGO DE BARRA 2D KP-1026,,,
8084,LEITOR DE CODIGO DE BARRA 2D KP-1027,,,
18714,LEVANTADOR DE MOVEIS BOM-3604,,,
14443,LICENCA OFFICE 2021 PRO PLUS,,,
960,LIMPA CONTATO 300ML W-MAX WURTH,,,
14901,LIMPADOR INDUSTRIAL SPRAY 500ML/336G,,,
14009,LIXADEIRA MANUAL DE BATERIA BOM-9703,,,
14302,LIXADEIRA MANUAL DE BATERIA BOM-9704,,,
13956,LIXADEIRA MANUAL DE BATERIA BOM-9705,,,
18111,LUMINARIA DE EMERGENCIA  LK-730 30 LED,,,
14864,LUMINARIA DE LED LE-5851,,,
18763,LUMINARIA LEDSOLAR REFLETOR ON-LU202,,,
7503,LUMINARIA SOLAR 10 LEDS 150 LUMENS KP-,,,
7501,LUMINARIA SOLAR 48 LEDS 200 LUMENS KP-LU,,,
7505,LUMINARIA SOLAR 48 LEDS LB-LU03/48 C/ SE,,,
7502,LUMINARIA SOLAR 8 LEDS 80 LUMENS KP-LU04,,,
16623,LUMINARIA SOLAR C/CAMERA MONITO LB-CA229,,,
18733,LUMINARIA SOLAR DE JARDIM LED BOM-4602,,,
15533,LUMINARIA SUPORTE HEADFONE RGB MSY-9990,,,
18155,LUMINARIA SUPORTE HEADFONE RGB MSY-9991,,,
18097,LUZ DE PREENCHIMENTO P/VIDEO LED MLG-105,,,
18098,LUZ DE PREENCHIMENTO P/VIDEO LED MLG-106,,,
18013,MALA MOTORIZADA  MPE-ML01A PRETO,,,
16805,MANDRIL C/ CHAVE 3/8 24F ROSCA BOM-5017,,,
15631,MAQUINA DE BARBEAR RECARREGAVEL KP-MA833,,,
16192,MAQUINA DE GELO 110V/60HZ ON-ZB03/110V,,,
17725,MAQUINA DE SOLDA 110V BOM-9507,,,
16640,MEMORIA 16GB DDR4 KGT 3200MHZ,,,
16626,MEMORIA 8GB 4800U DDR5 SHADOW NETAC,,,
18346,MEMORIA 8GB DD3 HAYOM 1600 MHZ,,,
18345,MEMORIA 8GB DDR4 HAYOM 2666 MHZ,,,
17456,MEMORIA 8GB DDR4 NETAC 3200MHZ BASIC C16,,,
18511,MEMORIA PC 16GB 6400MHZ DDR5 RGB ME6416,,,
12065,MEMORIA PC 16GB DDR4 2666MHZ  KP-HD818,,,
17922,MEMORIA PC 16GB DDR4 AITEK 2666 MHZ,,,
14777,MEMORIA PC 16GB DDR4 HYPERX FURY 3200MHZ,,,
18041,MEMORIA PC 16GB DDR4 NETAC  3200 MHZ,,,
7470,MEMORIA PC 4GB DDR4  NETCORE 2400 MHZ,,,
9398,MEMORIA PC 8GB DDR3 1600 MHZ,,,
8173,MEMORIA PC 8GB DDR3 1600MHZ,,,
17849,MEMORIA PC 8GB DDR3 CLANM 1600MHZ,,,
14033,MEMORIA PC 8GB DDR4 2666MHZ KGT,,,
16120,MEMORIA PC 8GB DDR4 DESK 3200MHZ,,,
1396,MEMORIA PC 8GB DDR4 KGT 2666 MHZ,,,
15178,MEMORIA PC 8GB DDR4 KGT 3200MHZ,,,
14304,MEMORIA PC 8GB DDR4 KNUP 2666MHZ,,,
18042,MEMORIA PC 8GB DDR4 NETAC 3200 MHZ,,,
13733,MEM¿RIA RAM DESENVOLVIDA PARA NOTEBOOKS.,,,
18633,MICROFONE COM FIO MT-1016,,,
12691,MICROFONE CONDENSADOR DE ESTÚDIO MT-1048,,,
12698,MICROFONE CONDENSADOR MT-1025,,,
16695,MICROFONE DE LAPELA SEM FIO ONISTEK ON-M,,,
16696,MICROFONE DE LAPELA SEM FIO ONISTEK ON-M,,,
1241,MICROFONE DINAMICO C/ FIO P1OPR KP-M0011,,,
18057,MICROFONE DINAMICO COM FIO KP-M0015,,,
6392,MICROFONE LAPELA OMNI DIRECIONAL BOYA BY,,,
13696,MICROFONE SEM FIO DUPLO ONISTEK ON-MC808,,,
13699,MICROFONE SEM FIO DUPLO ONISTEK ON-MC814,,,
13700,MICROFONE SEM FIO DUPLO ONISTEK ON-MC815,,,
11151,MIGUELAO CIRCULAR KIT COM 100  BRANCO 6,,,
11150,MIGUELAO CIRCULAR KIT COM 100 BRANCO 5MM,,,
11149,MIGUELAO CIRCULAR PRETO 6MM - KIT 100,,,
15845,MIGUELAO PREGO DE ACO REFORMADO BRANC 6M,,,
11152,MIGUELAO PREGO DE ACO REFORMADO PRETO 6M,,,
16867,MINI ANTENA WIFI KAPBOM KA-T8189,,,
18987,MINI CAIXA DE SOM PARA PC D-GP201,,,
18258,MINI CAIXA DE SOM PARA PC D-GP202,,,
18988,MINI CAIXA DE SOM PARA PC D-GP205,,,
18986,MINI CAIXA DE SOM PARA PC D-GP301,,,
14292,MINI CAIXA DE SOM PARA PC KP-609,,,
18337,MINI CAIXAS ACUSTICAS KP-603,,,
18762,MINI GELADEIRA PORTATIL KP-RC02,,,
18407,MINI MARTELO  BOM-1003,,,
14147,MINI MOTO SERRA PORTATIL BOM-9104,,,
14152,MINI MOTOSERRA DE PODA BOM-9102,,,
18990,MINI PC  I7-8550U 3.0GHZ 16GB D-PC005,,,
18989,MINI PC I5-6300U 3.0GHZ 8GB D-PC004,,,
6059,"MINI RACK 19"" 05U X 350MM ACR PRETO C/ 2",,,
15665,MINI TECLADO DOBRAVEL C TOUCHPAD IMS-950,,,
15632,MINI TECLADO SEM FIO BLUETOOTH KP-TE109,,,
3971,MINI TRIPE FLEXIVEL COM ADAPTADOR PARA C,,,
18805,MOCHILA DE VIAGEM BQ4263,,,
18803,MOCHILA DE VIAGEM COM CARRINHO B-QB42616,,,
18804,MOCHILA DE VIAGEM COM CARRINHO B-QB42626,,,
10638,MODEM USB 4G LTE COM WI-FI HOTSPOT 150MB,,,
17582,MODULO FV 550W MONO E-550 OUROLUX 30MM,,,
10303,MODULO RACK 19 2U TS SHARA 2 BATERIAS IN,,,
17227,"MONITOR 15.4""  MO6006 HAYOM",,,
16320,"MONITOR 19"" LED FHD HQ190 HAOQING",,,
16851,"MONITOR 19,5"" HD LG COM TELA DE CRISTAL",,,
16693,MONITOR 22 TN - 60HZ - 5-8MS - AXPRO,,,
18159,"MONITOR 27"" 2K LED FHD  HAOQING",,,
18158,"MONITOR 34"" 4K LED FHD HQ34 HAOQING",,,
