codprod,descricao,categoria,descricao_manual,updated_at
18048,"MONITOR GAMER 27"" 2K DELTA-M2710RA",,,
13630,"MONITOR LED 20"" BPC-20WR 75HZ",,,
17531,"MONITOR LED 20"" IPS 75HZ AXPRO AX-20",,,
17443,"MONITOR LED 21,5"" BPC22SADP-100 FHD PR",,,
17870,"MONITOR LED 21.5"" AOC LED 22B30HM23",,,
18802,"MONITOR LED 22"" IPS 75HZ AXPRO AX-22",,,
9936,"MONITOR LED 23"" 23WR-75 FHD VGA HDMI PR",,,
17444,"MONITOR LED 23.8"" BPC24SADP-100 FRAMELES",,,
17001,"MONITOR LED 23.8"" BPC24SADP-75 FRAMELESS",,,
11890,"MONITOR LED 23.8"" LG 24BL550J POS FULL H",,,
13627,"MONITOR LED 23.8"" MNBOX D-MN005 HDMI/VGA",,,
17708,"MONITOR LED 24"" HQ24 100HZ HAOQUING",,,
17527,"MONITOR LED 24"" IPS 75HZ AXPRO AX-24",,,
17277,"MONITOR LED 24.5""  D-245G/100H",,,
14974,"MONITOR LED 27"" 27WFY-75XE 60HZ BPC",,,
10730,"MONITOR LG LED 21,5 FULL HD HDMI 22BN550",,,
13654,"MONITOR VXPRO 23"" 75HZ VX230X VXPRO",,,
18673,MOTO ELETRICA 110V CINZA,,,
18642,MOTO ELETRICA AC-6609 110V PRETO ATEC,,,
18867,MOUSE 5+GAMER START 2.0 PRETO/VERDE,,,
18806,MOUSE 5+GAMER START 2.0 PRETO/VERMELHO,,,
13830,MOUSE COM FIO MULTI MF100 1200DPI,,,
18187,MOUSE GAMER AURA SYNC 9D DELTA-VM9128,,,
17654,MOUSE GAMER C/FIO 3 BOTOES KNUP KP-MU003,,,
17956,MOUSE GAMER COM FIO KP-MU007,,,
16443,MOUSE OPTICO C/FIO USB ACER M117 PRETO,,,
16444,MOUSE OPTICO C/FIOUSB ACER M117 BRANCO,,,
16446,MOUSE OPTICO COM FIO USB ACER EMW130,,,
16445,MOUSE OPTICO COM FIO USB ACER EMW214,,,
12905,MOUSE OPTICO GAMER 3200DPI KP-V4 KNUP,,,
15634,MOUSE OPTICO GAMER COM CABO KP-MU009,,,
11411,MOUSE OPTICO NINJA MO-M236 1200DPI USB,,,
18978,MOUSE OPTICO USB COM FIO KA-601 KAPBOM,,,
18125,MOUSE PAD APOIO EM GEL KP-S04,,,
14407,MOUSE PAD COM APOIO EM GEL RY-68,,,
18850,MOUSE PAD DELTA-P8030 PRETO,,,
18050,MOUSE PAD DELTA-P8030R,,,
18064,MOUSE PAD KP-S03 KNUP,,,
18184,MOUSE PAD KP-S07 KNUP,,,
1005,MOUSE PAD PRETO EMBORRACHADO DEX,,,
17894,MOUSE S/FIO HAOQING HQ-100 CORES SORTIDA,,,
17958,MOUSE SEM FIO KP-MU025,,,
17957,MOUSE SEM FIO KP-MU029,,,
15184,MOUSE SEM FIO MULTI MO307 1200DPI,,,
14702,MOUSE USB 3BT SCR SM 6620 PR FOSCO LITEO,,,
14096,MOUSE USB MS-31BK PRETO C3PLUS -SN,,,
14593,MULTIFUNCIONAL EPSON L3250 ECOTANK,,,
14925,MULTIMETRO DIGITAL BOM-6005,,,
14666,MULTIMETRO DIGITAL CANETA  BOM-6008,,,
15600,NIVEL A LASER COM 16 LINHAS BOM-6213,,,
14492,NIVEL A LASER COM 2 LINHAS BOM-6209,,,
11318,NOBREAK  UPS YUP-E 1400VA BIVOLT AUTO 1 ,,,
17207,NOBREAK 2500VA KSB 2500BS CR ENERGIA,,,
16149,NOBREAK EASY PRO 3200D 60HZ CBU-TI BLACK,,,
18792,NOBREAK LINHA ONE 1000VA 3.1 TRIVOLT MCM,,,
18793,NOBREAK LINHA ONE 1200VA 3.1 TRIVOLT MCM,,,
18794,NOBREAK LINHA ONE 1440VA 3.1 TRIVOLT MCM,,,
16700,NOBREAK PORTAO UPS GATE 3200VA 2BA 4458,,,
19024,NOBREAK SAFE GATE SG1500 1500VA,,,
15303,NOBREAK TS 1200VA UNIVERSAL BIVOLT 4502,,,
14513,NOBREAK TS SHARA UPSMINI 700VA MONO 4542,,,
16759,NOBREAK TS-1400 SENOIDAL UNIV 4551,,,
14663,NOBREAK TSHARA 600VA BIVOLT UPSMINI 4003,,,
1286,NOBREAK TSSHARA 600VA MONO UPS MINI 4004,,,
19034,NOBREAK UPS 1500VA ACTION FIT 3.1 TRIVOL,,,
9869,NOBREAK UPS 2200VA SENOIDAL 4BS/2BA 4452,,,
16755,NOBREAK UPS 2200VA SENOIDAL UNIV 8T 4500,,,
19029,NOBREAK UPS 600VA ONE FIT 3.1 TRIVOLT,,,
19032,NOBREAK UPS 700VA ONE FIT 3.1 TRIVOLT,,,
18295,NOBREAK UPS PG LI 700VA BIV 8T 1BAT CLK,,,
14511,NOBREAK UPS PROFESSI 3200VA 2BS/2BA 4451,,,
16769,NOBREAK UPS SENNO ST 3KVA MONO 6803,,,
16771,NOBREAK UPS SENNO VT 1KVA/900W MONO 6867,,,
16774,NOBREAK UPS SENNO VT 1KVA/900W MONO 6870,,,
16772,NOBREAK UPS SENNO VT2KVA/1800W MONO 6868,,,
16775,NOBREAK UPS SENNO VT2KVA/1800W MONO 6871,,,
16773,NOBREAK UPS SENNO VT3KVA/2700W MONO 6869,,,
16776,NOBREAK UPS SENNO VT3KVA/2700W MONO 6872,,,
15302,NOBREAK UPS SENOIDAL 3200VA BIVOLT 4450,,,
13538,NOBREAK UPS XPRO 1500VA 2BS/2BA BIVOLT,,,
14741,NOBREAK UPS XPRO 1800VA 2BS BIVOLT 4537,,,
16760,NOBREAK UPS XPRO SENOIDAL 1800VA  4569,,,
16757,NOBREAK UPS XPRO SENOIDAL 2000VA 4540,,,
14740,NOBREAK UPSCOMPACTXPRO 1000VA BIV 4528,,,
18233,NOTEBOOK VAIO FE15 VJFE54F11X-B0321H,,,
18436,NVME 512GB PHISON OEM,,,
8972,ONU X-PON FAST-WI HTR5033X COONX001,,,
18799,OUT-NOTEBOOK ACER NITRO V15 I5-13420H,,,
17442,OUT-NOTEBOOK LENOVO 82VXCELERON 4GB DDR4,,,
14999,PA ACAMPAMENTO DESMONTAVEL YF-029 YF-030,,,
14994,PA ACAMPAMENTO MULTIFUNCOESLUATEK YF-024,,,
14992,PA DE ACAMPAMENTO COM CASE LUATEK YF-020,,,
14993,PA DE ACAMPAMENTO COM CASE LUATEK YF-022,,,
14998,PA DE ACAMPAMENTO COM CASE YF-029,,,
6339,PAINEL FRONTAL 2 PORTAS USB 3.0 HD AUDIO,,,
17805,PAINEL FRONTAL PARA PC KP-PL913,,,
18550,PANO DE MICROFIBRA BOM-7308,,,
18739,PAQUIMETRO ANALOGICO 2 PCS BOM-6500,,,
16662,"PAR MONITORES LED TELA 14""  D-TELA04",,,
18740,PARAFUSADEIRA ELETRICA - 12V BOM-9960,,,
18741,PARAFUSADEIRA ELETRICA - 21V BOM-9969,,,
13960,PARAFUSADEIRA SEM FIO BOM-9966,,,
13958,PARAFUSADEIRA SEM FIO BOM-9969,,,
14294,PARAFUSADEIRA TORQUE 21V BOM-9970,,,
17942,PASSADEIRA A VAPOR ON-PR902/110V,,,
16205,PASTA PARA NOTEBOOK NB-01 DEX,,,
4667,PASTA TERMICA 5 GRAMAS PS-05 THERMAL SIL,,,
1331,PASTA TERMICA BISNAGA 10G IMPLASTEC - SN,,,
16962,"PATCH CORD CAT5E UTP 0,5M CMX AM 1 UN",,,
16958,"PATCH CORD CAT5E UTP 0,5M CMX AZ 1 UN",,,
16963,"PATCH CORD CAT5E UTP 1,5M CMX AM 1 UN",,,
16959,"PATCH CORD CAT5E UTP 1,5M CMX AZ 1 UN",,,
16960,"PATCH CORD CAT5E UTP 1,5M CMX CZ 1 UN",,,
16966,"PATCH CORD CAT6 UTP 0,5M CMX VM 1 UN",,,
16968,"PATCH CORD CAT6 UTP 1,5M CMX AM 1 UN",,,
16964,"PATCH CORD CAT6 UTP 1,5M CMX AZ 1 UN",,,
16965,"PATCH CORD CAT6 UTP 1,5M CMX CZ 1 UN",,,
16956,PATCH PANEL CAT5E 24 PORTAS 1UN MEGATRON,,,
16957,PATCH PANEL CAT6 24PORTASC/GUIA TRASEIRA,,,
16765,PDU FILTRO DE LINHA+ PROTETOR 10 TOM 564,,,
16762,PDU FILTRO DE LINHA+ PROTETOR 3 TOM 558,,,
16763,PDU FILTRO DE LINHA+ PROTETOR 5 TOM 560,,,
16764,PDU FILTRO DE LINHA+ PROTETOR 8 TOM 562,,,
16766,PDU FILTRO DE LINHA+ PROTETOR 8 TOM 576,,,
16767,PDU FILTRO DE LINHA+ PROTETOR 8 TOM 578,,,
16768,PDU FILTRO DE LINHA+ PROTETOR 8 TOM 579,,,
12231,PELICULA AMET NANOTECH  ANTI-SPY PRIVACI,,,
11757,PELICULA AMET NANOTECH HD ALTA PROTECAO,,,
14415,PELICULA AMET NANOTECH MATTE NEW EDITION,,,
7980,PELICULA HYDROGEL TPU AMET PARA TABLET-,,,
15728,PENDRIVE MEMORIA USBFLASH 128GB LB-PD128,,,
18076,PILHA BOTAO LITIO 3V KP-BT1616 CART 5UN,,,
18551,PINCEL TRINCHA P/ PINTURA 2 P BOM-7530,,,
18552,PINCEL TRINCHA P/ PINTURA 2.5 P BOM-7531,,,
17696,PISTOLA DE PINTURA 21V BOM-9720,,,
17250,PLACA DE CAPTURA 4K HDMIX USB KP-AD101,,,
1372,PLACA DE REDE PCI 10/100MBPS DP-01 DEX,,,
11952,PLACA DE REDE PCI EXPR RJ45 GIGA KP-T90B,,,
18092,PLACA DE REDE WIFI PCI-E KP-T136,,,
1235,PLACA DE SOM PCI 5.1 6 CANAIS DP-61 DEX,,,
1236,PLACA DE SOM PCI EXPRESS 5.1 6 CANAIS DP,,,
3761,PLACA DE SOM USB 7.1 4 ENTRADAS,,,
17706,PLACA DE VIDEO 6GB/192BITS GTX1660 PELAD,,,
18977,PLACA DE VIDEO AMD RX580 8GB BRANCO,,,
18976,PLACA DE VIDEO AMD RX580 8GB PRETO,,,
17372,PLACA DE VIDEO DDR3 1GB DELTA-GT340,,,
19057,PLACA DE VIDEO DDR3 2GB DELTA-R5230,,,
17806,PLACA DE VIDEO G-GTX750TI/4G,,,
18682,PLACA DE VIDEO G-RTX3060/12G REVENGER,,,
15287,PLACA DE VIDEO GEFORCE G-GT610/1G  REVEN,,,
11239,PLACA DE VIDEO NVIDIA GEFORCE GT210/1G 1,,,
13689,PLACA DE VIDEO NVIDIA GEFORCE GT730/4G,,,
13163,PLACA M?E DESK 1151 DDR4 G-B250 6/7/8/9?,,,
14037,PLACA M?E DUEX H610 DDR4 DX-H610ZG,,,
14305,PLACA M?E GIGABYTE H510M-K V2 2.0,,,
18309,PLACA MAE  G-B450 REVENGER,,,
18307,PLACA MAE  LGA 1700 G-B760 REVENGER,,,
17017,PLACA MAE AMD B450M-A V1 SOCKET AM4 ANGT,,,
16473,PLACA MAE DDR4 C/PROCESSADOR G-PC10750H,,,
12739,PLACA MAE DESK 1155 B75 H61M.2-TG,,,
13164,PLACA MAE DESK 1155 G-H61/K KNUP (2XDDR3,,,
17473,PLACA MAE DXMBH610G DDR4 LGA1700 DUEX,,,
11961,PLACA MAE G-A320 DDR4 DDR4 AM4,,,
12375,PLACA MAE G-A520 DESK DDR4 AM4,,,
11395,PLACA MAE G-H110 KNUP DDR4 LGA1151,,,
13715,PLACA MAE G-H470 REVENGER DDR4 LGA1200,,,
11439,PLACA MAE G-H510 DDR4 LGA 1200,,,
11130,PLACA MAE G-HM55 DDR3 LGA1156,,,
15588,PLACA MAE H110B4U MAINBOARD HAOQUING,,,
13657,PLACA MAE H110M.2-STG BRAZILPC DDR4,,,
10491,PLACA MAE H310MHP S1151 BIOSTAR DDR4 LGA,,,
16419,PLACA MAE H510 MAINBOARD HAOQUING,,,
17577,PLACA MAE H61 G-B75/S KNUP LGA 1155,,,
14224,PLACA MAE H610 REVENGER DDR4 LGA1700,,,
16998,PLACA MAE H61BU MAINBOARD HAOQUING,,,
15569,PLACA MAE H81BU MAINBOARD HAOQUING,,,
13656,PLACA MAE H81M.2-TG DDR3 LGA1150,,,
11414,PLACA MAE HM55-NT DDR3 LGA1156,,,
17548,PLACA MAE MSI DDR4 PRO H510M-B,,,
10546,PLACA PCI EXPR WIRELESS 300MBPS KP-T118,,,
1243,PLACA PCI EXPRESS 1200MBPS KP-T119 KNUP,,,
9964,PLACA PCI EXPRESS 2P USB 3.0 PARA NVME,,,
7497,PLACA PCI EXPRESS COM 2 PORTAS KP-T105,,,
11368,PLACA PCI EXPRESS GIGABIT 10/100 TG-3468,,,
17439,PLACA PCIE NVME M.2 KP-AD135,,,
16614,PLACA VGA PCI EXP 12GB/192BITS RTX3060M,,,
16615,PLACA VGA PCI EXPRESS 2GB/64BITS GT610,,,
16448,PLACA VIDEO 1GB DDR3 64BIT VXG210LP-1GD3,,,
18579,PLACA VIDEO GT240 1GB DDR3 DELTA-GT240,,,
18608,PLACA VIDEO GT730 4GB DDR3 DELTA-GT730,,,
11720,PLACA WI-FI PCI-E DUAL BAND 2.4/5GHZ 600,,,
16587,PLUG ADAP. TOMADA INTEL. ALPHA-901 PRO,,,
15161,PLUG PROTECTOR 3 PINOS 10A PRETO,,,
18941,PLUG+PROTETOR TERMORETRATIL,,,
15403,POCHETE ULTRA SLIM LE-6501,,,
17988,POLTRONA INFLAVEL C/ APOIO MC-45,,,
16715,POLTRONA INFLAVEL PVC 80X85X140CM MC-47,,,
14404,PORTA RETRATO DIGITAL 12 MAX-1207,,,
18801,POWERBANK IMS-618S 60.000MAH 100W IMENSO,,,
14765,PROCESSADOR  G4930 3.20MHZ LGA 1151,,,
18857,PROCESSADOR  I3-3245 3.40GHZ LGA 1155,,,
18858,PROCESSADOR  I3-3250 3.50GHZ LGA1155 OEM,,,
6831,PROCESSADOR  I3-4160 3.6GHZ LGA 1150,,,
9857,PROCESSADOR  I3-6100 3.70GHZ LGA1151,,,
14764,PROCESSADOR  I3-9100 3.60GHZ LGA 1155,,,
18127,PROCESSADOR  I5-3330 3.00 GHZ LGA1155,,,
18128,PROCESSADOR  I5-3340S 3.10 GHZ LGA1155,,,
18146,PROCESSADOR  I5-3470T 3.2GHZ LGA1155,,,
7172,PROCESSADOR  I7-3770 3.40GHZ LGA 1155,,,
8806,PROCESSADOR  I7-4790 3.60GHZ LGA 1150,,,
15379,PROCESSADOR AMD RYZEN 3 3200G AM4,,,
17507,PROCESSADOR AMD RYZEN 7 1700 3.0GHZ AM4,,,
13281,PROCESSADOR AMD RYZEN 7 5800X 3.8GHZ,,,
15382,PROCESSADOR DUAL CORE G4400T 2.90GHZ,,,
15307,PROCESSADOR I3-10100 3.60GHZ LGA 1200,,,
9265,PROCESSADOR I3-10100 3.6GHZ LGA 1200,,,
12008,PROCESSADOR I3-10100F 3.6GHZ LGA 1200,,,
11389,PROCESSADOR I3-10105 3.7GHZ  LGA 1200,,,
11548,PROCESSADOR I3-10105 3.7GHZ LGA 1200,,,
12007,PROCESSADOR I3-10105F 3.70GHZ LGA1200,,,
17573,PROCESSADOR I3-10105F 4.40GHZ LGA1200,,,
17853,PROCESSADOR I3-10105T 3.00GHZ OEM,,,
11874,PROCESSADOR I3-12100 3.3GHZ LGA 1700,,,
15561,PROCESSADOR I3-12100 3.3GHZ LGA 1700,,,
14762,PROCESSADOR I3-12100F 3.3GHZ LGA1700,,,
15309,PROCESSADOR I3-13100 3.40GHZ 1700,,,
12581,PROCESSADOR I3-13100 3.4GHZ LGA 1700,,,
17430,PROCESSADOR I3-3225 3.30GHZ LGA1155,,,
4512,PROCESSADOR I3-4130 3.40GHZ LGA 1150,,,
7357,PROCESSADOR I3-4150  3.5GHZ LGA 1150,,,
7360,PROCESSADOR I3-550 3.2GHZ LGA1156,,,
15796,PROCESSADOR I3-6100T 3.20GHZ 1150 - OEM,,,
17431,PROCESSADOR I3-7100T 3.40GHZ LGA1151,,,
10493,PROCESSADOR I5-10400 2.9GHZ LGA 1200,,,
11682,PROCESSADOR I5-10500 3.10GHZ LGA 1200,,,
12381,PROCESSADOR I5-10505 3.2GHZ LGA 1200,,,
11234,PROCESSADOR I5-11400F 2.6GHZ LGA 1200,,,
15562,PROCESSADOR I5-12400 2.5GHZ  LGA1700,,,
17854,PROCESSADOR I5-12500T SRL5W OEM,,,
13818,PROCESSADOR I5-13400 2.50GHZ LGA 1700,,,
12582,PROCESSADOR I5-13400 2.5GHZ LGA 1700,,,
16045,PROCESSADOR I5-3470 3.2GHZ LGA1155,,,
13802,PROCESSADOR I5-3570 3.40GHZ LGA 1155,,,
14538,PROCESSADOR I5-4440 3.10GHZ LGA 1150,,,
14540,PROCESSADOR I5-4460 3.20GHZ LGA 1150,,,
8869,PROCESSADOR I5-4570 3.20GHZ LGA 1150,,,
4969,PROCESSADOR I5-4590 3.3GHZ LGA 1150,,,
13804,PROCESSADOR I5-4670 3.40GHZ LGA 1155,,,
13803,PROCESSADOR I5-4690 3.50GHZ LGA 1155,,,
17432,PROCESSADOR I5-6400 2.70GHZ LGA1151,,,
8961,PROCESSADOR I5-6500 3.2GHZ LGA 1151,,,
18923,PROCESSADOR I5-7400 3.0GHZ LGA 1151 OEM,,,
18131,PROCESSADOR I5-7500 3.4GHZ LGA1151,,,
11106,PROCESSADOR I5-8500 4.10GHZ LGA 1151,,,
17852,PROCESSADOR I5-8500T 2.10GHZ LGA1151,,,
18860,PROCESSADOR I5-8600K 3.60GHZ LGA1151 OEM,,,
18588,PROCESSADOR I7-10700F 2.90GHZ LGA,,,
11405,PROCESSADOR I7-11700 2.5GHZ LGA 1200,,,
18035,PROCESSADOR I7-11700K 3.6GHZ LGA1200,,,
11921,PROCESSADOR I7-12700 2.1GHZ LGA 1200,,,
15308,PROCESSADOR I7-12700 LGA 1700 3.6GHZ,,,
17005,PROCESSADOR I7-12700K 3.6GHZ LGA 1700,,,
16308,PROCESSADOR I7-14700K 3.40GHZ LGA 1700,,,
13832,PROCESSADOR I7-2600 3.40GHZ LGA 1155,,,
8758,PROCESSADOR I7-3770K 3.50GHZ LGA 1155,,,
14437,PROCESSADOR I7-4770 3.4GHZ LGA 1150 - SE,,,
16274,PROCESSADOR RYZEN 5 4500 3.6GHZ AM4,,,
17433,PROCESSADOR RYZEN 5 5500 3.6GHZ AM4,,,
17867,PROCESSADOR RYZEN 5 5500 3.6GHZ AM4,,,
15853,PROCESSADOR RYZEN 5 PRO 3400G 3.7GHZ,,,
15852,PROCESSADOR RYZEN 7 3700X 3.6GHZ,,,
15294,PROCESSADOR RYZEN 7 5700G 3.8GHZ AM4,,,
18599,PROCESSADOR RYZEN7 5700X 3.4GHZ AM4,,,
16854,PROJETOR BPC-1080P M18 5000 LUMENS PR/BR,,,
15415,PROJETOR DE LED 3500+ TAICON,,,
18496,PROJETOR ENTERPRISE 18 5000 LUMENS PR/BR,,,
17803,PROJETOR LED MULTIMIDIA KP-PJ007,,,
17700,PROJETOR MULTIMIDIA 100W MPR-5009,,,
12900,PROTETOR MONOVOLT 330VA MULTIFUNCIONAL N,,,
14079,PURIFICADOR DE AGUA - TORNEIRA AWP3751,,,
9791,"RACK 19"" 32U X 570 ACR SOLDA PISO",,,
13239,RACK PARA DVR CAIXA METALICA MINI FINE B,,,
4595,"RACK PARA SERVIDOR 19"" 06U X 470 ACR SOL",,,
6068,"RACK PARA SERVIDOR 19"" 12U X 470 ACR SOL",,,
9790,"RACK PARA SERVIDOR 19"" 24U X 570 ACR SOL",,,
17620,RADIO PORTATIL BLUETOOTH/USB D-BAG3,,,
17621,RADIO PORTATIL BLUETOOTH/USB D-BAG4,,,
12651,RECEPTOR DE TV VIVENSIS VX 10,,,
6918,RECEPTOR DUPLO IMMUNITY  433 MHZ A3037/D,,,
6919,RECEPTOR MONO IMMUNITY  433 MHZ A3037/QD,,,
18554,"REGISTRO P/ MAQUINA 1/2"" X 3/4 BOM-2249",,,
18710,REGISTRO P/VASO SANITARIO E PIA BOM-2015,,,
18113,RELOGIO DIGITAL DE MESA E PAREDE ZB-3001,,,
18114,RELOGIO DIGITAL DE PAREDE  ZB-3002,,,
18112,RELOGIO DIGITAL DESPERTADOR ZB-2001,,,
17861,RELOGIO SMARTWATCH REVENGER RG-W83,,,
17484,REPETIDOR DE SINAL WI-FI P/ WLAN KP-3005,,,
15637,REPETIDOR SINAL WI-FI 300MBPS KP-RW402/G,,,
14549,ROCADEIRA APARADOR GRAMABATERIA BOM-9110,,,
15803,RODO MOP DOBRAVEL OPA-Q021,,,
14906,ROTEADOR EXT AMPLIMAX FIT EPRL18 - DCR-E,,,
12223,ROTEADOR MR30G MERCUSYS AC1200 DUAL BAND,,,
1295,ROTEADOR P\ INTERNET A CABO DCM-604 BR D,,,
14564,ROTEADOR SINAL WI-FI 1000MBPS KP-RW403/G,,,
16295,ROTEADOR SINAL WI-FI 1000MBPS KP-RW403/M,,,
17228,ROTEADOR SINAL WI-FI 1200MBPS KP-RW406G,,,
17048,ROTEADOR TENDA AC10 WIREL 1200MBPS 4ANTE,,,
13457,ROTEADOR TP-LINK ONT GPON VOIP WIRELESS,,,
13970,S- PLACA M?E DESK H55 1156 G-HM55,,,
17562,S- SSD M.2 NVME 256GB NETAC N930E,,,
13745,S-ESTABILIZADOR BIVOLT 300VA TS SHARA 4T,,,
17916,S-FECHADURA DIGITALBIOMETRICA SIGMA-FE20,,,
14025,S-FONTE REAL KNUP KP-522 500W COM CABO,,,
14026,S-FONTE REAL KNUP KP-526 350W COM CABO,,,
16804,S-GABINETE K-MEX SLIM  GM-02CK PRETO,,,
16581,S-LEITOR USB CART?O  MEMORIA 16GB MC162,,,
14529,S-LEITOR USB CARTÃO  MEMORIA 32GB MC163,,,
14612,S-LEITOR USB CARTÃO  MEMORIA 64GB MC164,,,
15218,S-M.2 NVME 2TB KINGSPEC XG7000 PRO,,,
18315,S-MEMORIA 8GB DDR3 HAYOM 1600 MHZ,,,
17563,S-MEMORIA 8GB DDR4 BEAST FURY 3200MHZ,,,
18194,S-MINI GELADEIRA PORTATIL KP-RC02,,,
17919,"S-MONITOR 19"" LED FHD HQ190 HAOQING",,,
14035,"S-MONITOR LED 19"" ENTERPRISE 19EPR-BQ",,,
14282,S-MONITOR LED 19TRONOS TRS-HK19WY PRETO,,,
17552,"S-MONITOR LED 20"" IPS 75HZ AXPRO AX-20",,,
17526,"S-MONITOR LED 24"" IPS 75HZ AXPRO AX-24",,,
16291,S-MOUSE OPTICO COM FIO USB ACER EMW130,,,
16290,S-MOUSE OPTICO COM FIO USB ACER EMW214,,,
15312,S-NOBREAK TS 1400VA UNIVERSAL BIV 4513,,,
14528,S-PENDRIVE TWIST PRETO 64GB PD590 MULTIL,,,
13669,S-PLACA M?E DESK 1151 G-H110 KNUP,,,
17920,S-PLACA MAE DESK 1155 G-H61/S REALTEK,,,
14816,S-PLACA MAE DESK AM4 G-A520 (2XDDR4/1XHD,,,
15660,S-PLACA MAE DESK H610 LGA 1700 REVENGER,,,
14649,S-PLACA MAE G-H310 REVENGER DDR4 LGA1151,,,
15563,S-PLACA MAE H81BU HAOQUING  DDR3 LGA1150,,,
17216,S-PLACA MAE MSI DDR4 PRO H510M-B DUEX,,,
17999,S-PLACA VIDEO GT210 1GB DDR3 DELTA-GT210,,,
15524,S-SSD SATA 256GB HAOQUING SD12SMI-X550,,,
14212,S-TECLADO E MOUSE SEM FIO MULT TC270,,,
6909,SENSOR ATIVO  IR 15 COM ARTICULADOR A233,,,
18252,SERRA MARMORE 1200W 220V BOM-9550,,,
16096,SERRA TICO TICO 12V BOM-9718,,,
6903,SINALEIRA AUDIOVISUAL  LED MAXI A2310 IP,,,
10698,SMART TV BOX 4K ANDROID STV-3000 AQUARIO,,,
14734,SMART TV BOX 4K ANDROID STV-3000 PLUS,,,
18675,SMART TV BOX 4K TOMATE MCD-121,,,
15155,SMARTPRO 4KHD PROSB-3000/16GB WIFI,,,
17986,SOFA CAMA INFLAVEL DE ASSENTO MC-48,,,
18418,SOPRADOR AR PORTAIL 200W  BOM-9728,,,
16654,SOPRADOR ASPIRADOR ELETRIC 110V BOM-9587,,,
18023,SOUNDBAR MTS-2031 130W,,,
14778,SOUNDBAR+SUBWOOFER MTS-2037,,,
6474,SPLITTER HDMI 1 ENTRADA 2 SAIDAS KP-3471,,,
10732,SSD 240GB SATA 3.0 MASTERDRIVE,,,
18979,SSD 256GB SATA 3.0 MASTERDRIVE,,,
16047,"SSD 480GB 2.5"" SATA III 3D N535S NETAC",,,
13823,SSD KINGSTON 480 SA400 7MM LEITURA,,,
10793,SSD M.2 NVME 256GB ADATA SM2P32A8-256GB,,,
15875,SSD M.2 NVME 256GB HAWKING,,,
13172,SSD M.2 NVME 256GB LEXAR LNM620X,,,
17699,SSD M.2 NVME 256GB MACROVIP MVGLD/256GB,,,
17611,SSD M.2 NVME 256GB NETAC N930E,,,
11719,SSD M.2 NVME 256GB PATRIOT P300,,,
15187,SSD M.2 NVME 256GB PNY CS1031,,,
13741,SSD M.2 NVME 512GB KNUP KP-HD815 SN,,,
17474,SSD M.2 NVME MINI 256GB SMART,,,
16454,SSD M2  NVME CL4-8D256 256GB,,,
17081,SSD M2 NVME 512GB P300 PATRIOT 1000MB/S,,,
18298,SSD SATA 120GB DUEX BULK PACKING,,,
17226,SSD SATA 256GB HAOQING SD12SMI-X550,,,
17475,SSD SATA 256GB SMART,,,
15989,SSD SATA 512GB M.2  PCIE 3.0 HAWKING,,,
17083,SSD SATA 512GB M.2  PCIE 4.0 HAWKING,,,
17796,SSD SATA 512GB PATRIOT P210,,,
15742,"SUBWOOFER ATIVO 8"" 300W KP-SC503 KNUP",,,
14346,SUPORTE  NOTEBOOK UNIVERSAL PX-12,,,
15717,SUPORTE AUTOMOTIVO P SMARTPHONE OR-SP27,,,
18101,SUPORTE DE MESA P/MICROFONE MTG-133,,,
15723,SUPORTE ESTERILIZADORMULT ESCOVA OR-SP90,,,
18711,SUPORTE MAO FRANCESA 30CM BOM-2721,,,
11664,SUPORTE MESA PARA MONITOR LCD/LED ATE,,,
13269,"SUPORTE MONITOR AJUSTAVEL 17"" A 35"" DUPL",,,
18392,SUPORTE P/NOTEBOOK C/COOLER MTN-900,,,
12209,SUPORTE PARA MONITOR TIPO BASE MULTIFUNC,,,
17938,SUPORTE PARA NOTEBOOK OR-SP244,,,
18077,SUPORTE PARA NOTEBOOK OR-SP253,,,
13423,SUPORTE PARA PROJETOR DE TETO PRETO PIX,,,
14158,SUPORTE PARA ROCADEIRA BOM-9202,,,
13263,"SUPORTE TV FIXO UNIVERSAL 10""A 85"" PX-30",,,
15272,SUPORTE UNIV. TABLET E NOTEBOOK IMS-352,,,
17318,SUPORTE UNIVERSAL P/ SMARTPHONE OR-SP29,,,
18875,SUPORTE UNIVERSAL PARA CELULAR LE-016,,,
18069,SUPORTE VEICULAR P SMARTPHONES OR-SP03,,,
15271,SUPORTE VEICULAR UNIVERSAL IMS-339 IMENS,,,
1203,SWITCH DE MONITOR KVM 2 PORTAS SEM OS CA,,,
1216,SWITCH DE MONITOR KVM 4 PORTAS SEM OS CA,,,
17348,SWITCH HUB 5 PORTAS KP-E05A,,,
17451,SWITCH HUB 8 PORTAS 10/100MBPS KP-E08B,,,
17979,SWITCH IP-COM G3326P-24-410W GIGABIT 24P,,,
16699,SWITCH POE 16 PORTAS KP-PW003,,,
18154,TABLET A9+ X-210 4/64GB SAMSUNG,,,
18439,TABLET COM TECLADO BLUETOOTH E1038,,,
16984,TABLET REVENGER RG-TB08,,,
14616,TABLET REVENGER RG-TB10,,,
16822,TALHADEIRA FROMAO SDS PLUS BOM-1250,,,
15364,TECIDO DE MALHA AUTOADESIVO BOM-1319,,,
18866,TECLADO 5+ GAMER START2.0 PRETO/VERDE,,,
